Timestamp,Open price,Close price,High price,Low price,Volume
2021-07-01 08:45:00,34252,34322.5,34368.5,34251.5,29565205
2021-07-01 09:00:00,34322.5,34360.5,34436,34300,24476149
2021-07-01 09:15:00,34360.5,34177.5,34361,34170,34230752
2021-07-01 09:30:00,34177.5,34130,34249.5,34120.5,25994727
2021-07-01 09:45:00,34130,33491.5,34130.5,33400,519356156
2021-07-01 10:00:00,33491.5,33499,33572,33321.5,209639320
2021-07-01 10:15:00,33499,33504,33587.5,33434.5,149094857
2021-07-01 10:30:00,33504,33574.5,33621,33440,36790364
2021-07-01 10:45:00,33574.5,33335,33587,33334.5,50660954
2021-07-01 11:00:00,33335,33440,33498,33150,85782671
2021-07-01 11:15:00,33440,33462,33507,33417.5,22397676
2021-07-01 11:30:00,33462,33424.5,33462.5,33290,27600769
2021-07-01 11:45:00,33424.5,33452,33475,33318,26256672
2021-07-01 12:00:00,33452,33423.5,33500,33420,22854880
2021-07-01 12:15:00,33423.5,33370.5,33423.5,33238.5,32631373
2021-07-01 12:30:00,33370.5,33246.5,33421.5,33226,23652609
2021-07-01 12:45:00,33246.5,33230,33300,33100,54990075
2021-07-01 13:00:00,33230,33210,33364.5,33127,47967684
2021-07-01 13:15:00,33210,33126.5,33263.5,32956,57393172
2021-07-01 13:30:00,33126.5,33322,33325,33100.5,45448917
2021-07-01 13:45:00,33322,33173,33330,33159,29580323
2021-07-01 14:00:00,33173,33450,33469,33161,55344364
2021-07-01 14:15:00,33450,33503.5,33525,33381,42157568
2021-07-01 14:30:00,33503.5,33502.5,33553.5,33458,25365487
2021-07-01 14:45:00,33502.5,33700,33712,33502,73695788
2021-07-01 15:00:00,33700,33469,33700.5,33451.5,56505232
2021-07-01 15:15:00,33469,33545.5,33561,33435,23753002
2021-07-01 15:30:00,33545.5,33741.5,33821.5,33545.5,65625581
2021-07-01 15:45:00,33741.5,33627,33744.5,33619,38857579
2021-07-01 16:00:00,33627,33670.5,33688.5,33547.5,33714739
2021-07-01 16:15:00,33670.5,33666.5,33738,33632,19153862
2021-07-01 16:30:00,33666.5,33567.5,33762.5,33523.5,42851974
2021-07-01 16:45:00,33567.5,33384,33602.5,33370.5,52618468
2021-07-01 17:00:00,33384,33542,33582,33359.5,45276135
2021-07-01 17:15:00,33542,33151,33553.5,33127,105883474
2021-07-01 17:30:00,33151,33094.5,33151,33039,63051802
2021-07-01 17:45:00,33094.5,33183.5,33213,33080,51136414
2021-07-01 18:00:00,33183.5,33437,33686,33161.5,128790853
2021-07-01 18:15:00,33437,33561,33615,33399,43814452
2021-07-01 18:30:00,33561,33469,33561,33340,41343542
2021-07-01 18:45:00,33469,33430,33479.5,33370.5,21073208
2021-07-01 19:00:00,33430,33212.5,33503.5,33152.5,68623797
2021-07-01 19:15:00,33212.5,33274.5,33329.5,33188,26041058
2021-07-01 19:30:00,33274.5,33392,33447,33274.5,27179928
2021-07-01 19:45:00,33392,33126.5,33392,33110.5,36959598
2021-07-01 20:00:00,33126.5,33219.5,33297.5,33092,25633954
2021-07-01 20:15:00,33219.5,33196.5,33336,33161,19015714
2021-07-01 20:30:00,33196.5,33400,33550.5,33171.5,56001909
2021-07-01 20:45:00,33400,33469,33530,33392.5,15198242
2021-07-01 21:00:00,33469,33542,33591,33425,24677872
2021-07-01 21:15:00,33542,33503.5,33560,33490,7819219
2021-07-01 21:30:00,33503.5,33534,33557.5,33477,18676344
2021-07-01 21:45:00,33534,33292.5,33620,33202,66242888
2021-07-01 22:00:00,33292.5,33125.5,33330.5,33125.5,36210787
2021-07-01 22:15:00,33125.5,32940.5,33184,32788,159218914
2021-07-01 22:30:00,32940.5,32860.5,33026.5,32668.5,107874284
2021-07-01 22:45:00,32860.5,33075,33100,32845.5,51563455
2021-07-01 23:00:00,33075,33193,33274.5,33075,32467753
2021-07-01 23:15:00,33193,33285.5,33361,33131.5,24443279
2021-07-01 23:30:00,33285.5,33403.5,33430,33285,28996549
2021-07-01 23:45:00,33403.5,33405,33445,33364.5,14159981
2021-07-02 00:00:00,33405,33241.5,33524,33236.5,36008271
2021-07-02 00:15:00,33241.5,33484,33593,33241.5,36738040
2021-07-02 00:30:00,33484,33513,33580,33401,21034868
2021-07-02 00:45:00,33513,33488.5,33520,33419.5,11967432
2021-07-02 01:00:00,33488.5,33547,33562,33432,16625192
2021-07-02 01:15:00,33547,33488,33597,33454,17526618
2021-07-02 01:30:00,33488,33500,33548.5,33474.5,9468130
2021-07-02 01:45:00,33500,33538,33625,33496.5,17552204
2021-07-02 02:00:00,33538,33344,33577.5,33313,39715957
2021-07-02 02:15:00,33344,33449.5,33472.5,33271.5,23409155
2021-07-02 02:30:00,33449.5,33419.5,33545.5,33394.5,14466826
2021-07-02 02:45:00,33419.5,33512,33645,33419,32815941
2021-07-02 03:00:00,33512,33863,33948,33412.5,106246619
2021-07-02 03:15:00,33863,33738,33919,33738,42634997
2021-07-02 03:30:00,33738,33678.5,33743.5,33667,28999684
2021-07-02 03:45:00,33678.5,33742,33757.5,33613.5,23372724
2021-07-02 04:00:00,33742,33556,33786,33556,31207252
2021-07-02 04:15:00,33556,33459,33590,33431,22102284
2021-07-02 04:30:00,33459,33406,33496.5,33260,36841948
2021-07-02 04:45:00,33406,33259.5,33406.5,33219.5,53086589
2021-07-02 05:00:00,33259.5,33162.5,33318,33144.5,77412638
2021-07-02 05:15:00,33162.5,33246.5,33325,33162,36949495
2021-07-02 05:30:00,33246.5,33248,33324,33180,26116912
2021-07-02 05:45:00,33248,33249.5,33267,33178.5,16282240
2021-07-02 06:00:00,33249.5,32960.5,33250,32852,69561809
2021-07-02 06:15:00,32960.5,32862,33004,32751.5,81206523
2021-07-02 06:30:00,32862,32890,32897,32784.5,40105953
2021-07-02 06:45:00,32890,32882.5,32920.5,32803.5,20167074
2021-07-02 07:00:00,32882.5,32959.5,33031.5,32837.5,34097644
2021-07-02 07:15:00,32959.5,32970.5,33162,32959.5,38352247
2021-07-02 07:30:00,32970.5,33058,33078.5,32906,27160478
2021-07-02 07:45:00,33058,33115,33116,33009,15405405
2021-07-02 08:00:00,33115,33040.5,33176,33040,20367127
2021-07-02 08:15:00,33040.5,33046.5,33114.5,33007,18153810
2021-07-02 08:30:00,33046.5,32833,33076.5,32822.5,33623361
2021-07-02 08:45:00,32833,32825.5,32849,32635.5,66933579
2021-07-02 09:00:00,32825.5,32768.5,32979.5,32760.5,53966690
2021-07-02 09:15:00,32768.5,32828,32838,32670,49225147
2021-07-02 09:30:00,32828,32867.5,32909,32764.5,28858780
2021-07-02 09:45:00,32867.5,32944.5,32970.5,32855.5,38990322
2021-07-02 10:00:00,32944.5,33060,33084.5,32884,43770926
2021-07-02 10:15:00,33060,33103,33144,33055,44492817
2021-07-02 10:30:00,33103,33200,33210,33089,58045349
2021-07-02 10:45:00,33200,33363.5,33526,33200,132295985
2021-07-02 11:00:00,33363.5,33436.5,33497,33272,60716943
2021-07-02 11:15:00,33436.5,33363,33629,33360,65018895
2021-07-02 11:30:00,33363,33290.5,33389.5,33210,60835292
2021-07-02 11:45:00,33290.5,33362,33412,33290,21599046
2021-07-02 12:00:00,33362,33255.5,33362,33222,22588353
2021-07-02 12:15:00,33255.5,32964.5,33255.5,32920,106534868
2021-07-02 12:30:00,32964.5,32883.5,33086.5,32868,44738041
2021-07-02 12:45:00,32883.5,32951,33005.5,32883.5,20910968
2021-07-02 13:00:00,32951,32813,32951.5,32770,41275798
2021-07-02 13:15:00,32813,32958,32958,32742.5,34470330
2021-07-02 13:30:00,32958,32898.5,33054,32859,35347057
2021-07-02 13:45:00,32898.5,32977,33014.5,32890,29892677
2021-07-02 14:00:00,32977,33238.5,33252,32974.5,72257157
2021-07-02 14:15:00,33238.5,33081.5,33241,33078,26626049
2021-07-02 14:30:00,33081.5,33081,33097.5,32829,56405589
2021-07-02 14:45:00,33081,33004.5,33116,32888,37382003
2021-07-02 15:00:00,33004.5,32940,33045,32903.5,30420666
2021-07-02 15:15:00,32940,32904.5,33008,32845,27728746
2021-07-02 15:30:00,32904.5,33123,33200,32880,56530369
2021-07-02 15:45:00,33123,33205,33280,33120,54270444
2021-07-02 16:00:00,33205,33365,33388.5,33074,57014923
2021-07-02 16:15:00,33365,33315.5,33425.5,33265.5,37619625
2021-07-02 16:30:00,33315.5,33294,33383,33178.5,27423783
2021-07-02 16:45:00,33294,33455,33545,33294,58421215
2021-07-02 17:00:00,33455,33362,33470,33357.5,30047103
2021-07-02 17:15:00,33362,33499.5,33529.5,33274.5,35902530
2021-07-02 17:30:00,33499.5,33497.5,33710,33485.5,68743168
2021-07-02 17:45:00,33497.5,33664.5,33664.5,33430,46295789
2021-07-02 18:00:00,33664.5,33515,33696,33488,45766263
2021-07-02 18:15:00,33515,33390.5,33516.5,33361.5,47220354
2021-07-02 18:30:00,33390.5,33523,33547,33390,29777141
2021-07-02 18:45:00,33523,33685,33685,33470,39201133
2021-07-02 19:00:00,33685,33591,33697.5,33482.5,61752656
2021-07-02 19:15:00,33591,33522.5,33739,33505.5,65670116
2021-07-02 19:30:00,33522.5,33417.5,33522.5,33392,39077332
2021-07-02 19:45:00,33417.5,33570.5,33634.5,33417.5,32731940
2021-07-02 20:00:00,33570.5,33526.5,33628.5,33514,27872272
2021-07-02 20:15:00,33526.5,33458,33526.5,33435,18302492
2021-07-02 20:30:00,33458,33481,33548,33457,20637583
2021-07-02 20:45:00,33481,33425.5,33481,33317,38073696
2021-07-02 21:00:00,33425.5,33344.5,33428,33271,38999651
2021-07-02 21:15:00,33344.5,33302.5,33368.5,33223,19073825
2021-07-02 21:30:00,33302.5,33357,33364,33302.5,13742808
2021-07-02 21:45:00,33357,33265.5,33381,33231,24450357
2021-07-02 22:00:00,33265.5,33145,33285.5,33121,35997059
2021-07-02 22:15:00,33145,33115.5,33179,33090.5,26701947
2021-07-02 22:30:00,33115.5,33180.5,33200,33115,12237404
2021-07-02 22:45:00,33180.5,33296,33296,33139.5,18276616
2021-07-02 23:00:00,33296,33174.5,33296,33123.5,18554628
2021-07-02 23:15:00,33174.5,33179,33206.5,33020.5,53998081
2021-07-02 23:30:00,33179,33190,33201.5,33125.5,19872785
2021-07-02 23:45:00,33190,33097.5,33195,33049,26744090
2021-07-03 00:00:00,33097.5,33217.5,33218,33094.5,29269174
2021-07-03 00:15:00,33217.5,33327.5,33425,33217.5,61147053
2021-07-03 00:30:00,33327.5,33408.5,33475,33301,37540106
2021-07-03 00:45:00,33408.5,33442.5,33461,33390,19549219
2021-07-03 01:00:00,33442.5,33436.5,33451.5,33399,6785381
2021-07-03 01:15:00,33436.5,33471,33485.5,33408,12451365
2021-07-03 01:30:00,33471,33523.5,33547,33471,26758885
2021-07-03 01:45:00,33523.5,33718.5,33749.5,33523.5,55556322
2022-01-17 00:00:00,43035,42963.5,43068.5,42963.5,4289197
2022-01-17 00:15:00,42963.5,42961,43000,42938.5,4794259
2022-01-17 00:30:00,42961,42930,42961.5,42901,3797277
2022-01-17 00:45:00,42930,42963.5,42995.5,42929.5,3330387
2022-01-17 01:00:00,42963.5,43171.5,43172,42952.5,12499210
2022-01-17 01:15:00,43171.5,43172,43172,43171.5,3730788
2022-01-17 01:30:00,43172,43171.5,43172,43171.5,1950720
2022-01-17 01:45:00,43171.5,43189,43225,43103.5,8049255
2022-01-17 02:00:00,43189,43223.5,43245,43125.5,6644237
2022-01-17 02:15:00,43223.5,43191.5,43236,43152,3657392
2022-01-17 02:30:00,43191.5,43120.5,43219,43114,3394408
2022-01-17 02:45:00,43120.5,43056.5,43120.5,43056,3577792
2022-01-17 03:00:00,43056.5,43106,43154.5,43050,5933166
2022-01-17 03:15:00,43106,42967.5,43106.5,42913.5,11756382
2022-01-17 03:30:00,42967.5,43014,43018,42950,7375419
2022-01-17 03:45:00,43014,42877,43014,42866.5,5424355
2022-01-17 04:00:00,42877,42846,42907.5,42846,6721738
2022-01-17 04:15:00,42846,42894,42896,42822,7643360
2022-01-17 04:30:00,42894,42835,42900,42830.5,5079678
2022-01-17 04:45:00,42835,42895,42899.5,42835,13648344
2022-01-17 05:00:00,42895,42847.5,42936.5,42827,19676187
2022-01-17 05:15:00,42847.5,42894,42901.5,42827,12675741
2022-01-17 05:30:00,42894,42867,42894.5,42822,3127544
2022-01-17 05:45:00,42867,42907.5,42907.5,42866.5,4099634
2022-01-17 06:00:00,42907.5,42923,42965,42907,6777952
2022-01-17 06:15:00,42923,42796,42925,42788.5,8010863
2022-01-17 06:30:00,42796,42749.5,42796,42697.5,19385258
2022-01-17 06:45:00,42749.5,42655.5,42749.5,42650,12133985
2022-01-17 07:00:00,42655.5,42728.5,42728.5,42631,12982008
2022-01-17 07:15:00,42728.5,42762,42779,42721,7164447
2022-01-17 07:30:00,42762,42666,42762,42640,6769049
2022-01-17 07:45:00,42666,42650,42732.5,42650,4013397
2022-01-17 08:00:00,42650,42419.5,42650,42285,74595134
2022-01-17 08:15:00,42419.5,42546.5,42568,42400,8676904
2022-01-17 08:30:00,42546.5,42584.5,42608.5,42546.5,7905360
2022-01-17 08:45:00,42584.5,42671,42690.5,42512,10031024
2022-01-17 09:00:00,42671,42678.5,42734.5,42665,9603642
2022-01-17 09:15:00,42678.5,42809.5,42854,42678.5,13364086
2022-01-17 09:30:00,42809.5,42785.5,42841,42780,5979833
2022-01-17 09:45:00,42785.5,42774,42815,42745,3440045
2022-01-17 10:00:00,42774,42876.5,43013,42754.5,37857084
2022-01-17 10:15:00,42876.5,42873,42878,42776,7239120
2022-01-17 10:30:00,42873,42770,42877,42752,6283327
2022-01-17 10:45:00,42770,42681.5,42785,42666,8628210
2022-01-17 11:00:00,42681.5,42761,42761.5,42611,10711125
2022-01-17 11:15:00,42761,42674,42763,42603.5,7096190
2022-01-17 11:30:00,42674,42830,42847.5,42613,9925449
2022-01-17 11:45:00,42830,42831.5,42891,42776,12696121
2022-01-17 12:00:00,42831.5,42874.5,42875,42783.5,4452665
2022-01-17 12:15:00,42874.5,42753.5,42875,42753.5,6014338
2022-01-17 12:30:00,42753.5,42827.5,42849,42753.5,4834155
2022-01-17 12:45:00,42827.5,42859,42882,42805,3758286
2022-01-17 13:00:00,42859,42878.5,42912,42786,7265131
2022-01-17 13:15:00,42878.5,42834,42878.5,42755,4555968
2022-01-17 13:30:00,42834,42735.5,42834.5,42728,4829825
2022-01-17 13:45:00,42735.5,42797,42821,42649,6785144
2022-01-17 14:00:00,42797,42804,42835,42769,4944428
2022-01-17 14:15:00,42804,42724,42834,42723.5,6058850
2022-01-17 14:30:00,42724,42688.5,42734,42670.5,14298007
2022-01-17 14:45:00,42688.5,42662.5,42748,42662.5,6308842
2022-01-17 15:00:00,42662.5,42553,42686,42514,21717540
2022-01-17 15:15:00,42553,42721,42767.5,42462.5,18645158
2022-01-17 15:30:00,42721,42660.5,42787,42660,15586664
2022-01-17 15:45:00,42660.5,42577.5,42660.5,42577,12480973
2022-01-17 16:00:00,42577.5,42607,42612,42529.5,12060763
2022-01-17 16:15:00,42607,42588.5,42650,42588,9228549
2022-01-17 16:30:00,42588.5,42564.5,42655,42561,6734214
2022-01-17 16:45:00,42564.5,42643,42649,42535,5047386
2022-01-17 17:00:00,42643,42637.5,42712,42615,8810543
2022-01-17 17:15:00,42637.5,42735.5,42746.5,42593,11951618
2022-01-17 17:30:00,42735.5,42723.5,42735.5,42665,7178715
2022-01-17 17:45:00,42723.5,42665,42724,42580,8592847
2022-01-17 18:00:00,42665,42544.5,42684.5,42350,35021299
2022-01-17 18:15:00,42544.5,42618.5,42624,42517,12741647
2022-01-17 18:30:00,42618.5,42618,42633,42512,9591717
2022-01-17 18:45:00,42618,42483,42630,42414,12134665
2022-01-17 19:00:00,42483,42217.5,42535,42158,40476572
2022-01-17 19:15:00,42217.5,42354.5,42461.5,42156,34729642
2022-01-17 19:30:00,42354.5,42320,42386.5,42200,18760421
2022-01-17 19:45:00,42320,42230,42320,42165,18740803
2022-01-17 20:00:00,42230,42084.5,42239.5,42056,25821962
2022-01-17 20:15:00,42084.5,42049.5,42195.5,42018.5,17695972
2022-01-17 20:30:00,42049.5,42198,42198,41933,20400590
2022-01-17 20:45:00,42198,42112.5,42227.5,42061.5,10852275
2022-01-17 21:00:00,42112.5,42036,42115,41959,14060614
2022-01-17 21:15:00,42036,42001.5,42043,41821,34215514
2022-01-17 21:30:00,42001.5,42074.5,42075,41997,18989282
2022-01-17 21:45:00,42074.5,42166.5,42166.5,42058.5,12767537
2022-01-17 22:00:00,42166.5,42232,42232,42129.5,15225018
2022-01-17 22:15:00,42232,42163.5,42232,42126.5,6427822
2022-01-17 22:30:00,42163.5,42246.5,42254,42163,4862967
2022-01-17 22:45:00,42246.5,42241,42289,42222.5,5950468
2022-01-17 23:00:00,42241,42216,42279.5,42216,5682745
2022-01-17 23:15:00,42216,42210.5,42250,42210,4889098
2022-01-17 23:30:00,42210.5,42100,42210.5,42024.5,16078304
2022-01-17 23:45:00,42100,42079.5,42137.5,42064.5,3776745
2022-01-18 00:00:00,42079.5,42059.5,42108.5,42037,8096110
2022-01-18 00:15:00,42059.5,41792.5,42059.5,41679,30260348
2022-01-18 00:30:00,41792.5,41645,41838.5,41610.5,27984427
2022-01-18 00:45:00,41645,41740,41774.5,41625,16696563
2022-01-18 01:00:00,41740,41659.5,41740,41650,10368877
2022-01-18 01:15:00,41659.5,41790,41790,41570,19670547
2022-01-18 01:30:00,41790,42280.5,42392.5,41789.5,56015198
2022-01-18 01:45:00,42280.5,42085,42280.5,42041,14985043
2022-01-18 02:00:00,42085,42201.5,42226.5,42078,9167228
2022-01-18 02:15:00,42201.5,42149.5,42219.5,42091.5,4660743
2022-01-18 02:30:00,42149.5,42175,42190,42128.5,4874787
2022-01-18 02:45:00,42175,42198.5,42222,42158,3524477
2022-01-18 03:00:00,42198.5,42264,42291,42140,13388657
2022-01-18 03:15:00,42264,42268.5,42387,42256,6848294
2022-01-18 03:30:00,42268.5,42274.5,42324,42232.5,4838608
2022-01-18 03:45:00,42274.5,42358.5,42400,42274.5,3956688
2022-01-18 04:00:00,42358.5,42401.5,42404.5,42315,5552547
2022-01-18 04:15:00,42401.5,42320.5,42401.5,42288,12069171
2022-01-18 04:30:00,42320.5,42251,42321,42240,3703041
2022-01-18 04:45:00,42251,42245,42251.5,42174,6689515
2022-01-18 05:00:00,42245,42218,42245,42218,2116392
2022-01-18 05:15:00,42218,42175.5,42218.5,42162.5,4527857
2022-01-18 05:30:00,42175.5,42250,42250,42175,4371733
2022-01-18 05:45:00,42250,42251,42275.5,42187,5608353
2022-01-18 06:00:00,42251,42236,42266,42236,3040124
2022-01-18 06:15:00,42236,42185.5,42236.5,42165,10937859
2022-01-18 06:30:00,42185.5,42034,42200,42017.5,15649038
2022-01-18 06:45:00,42034,42036.5,42060,41976,13342826
2022-01-18 07:00:00,42036.5,42011.5,42059.5,42000,7307923
2022-01-18 07:15:00,42011.5,41981,42045,41863.5,13014949
2022-01-18 07:30:00,41981,42061,42061,41924.5,9205267
2022-01-18 07:45:00,42061,42053,42079,42032,3713895
2022-01-18 08:00:00,42053,42174.5,42174.5,42020,18063144
2022-01-18 08:15:00,42174.5,42137,42174.5,42114,3948674
2022-01-18 08:30:00,42137,42116.5,42165,42116.5,3194295
2022-01-18 08:45:00,42116.5,42120,42164.5,42116.5,3172375
2022-01-18 09:00:00,42120,42225.5,42229,42120,5198612
2022-01-18 09:15:00,42225.5,42265,42265,42201,5295829
2022-01-18 09:30:00,42265,42246,42265,42235.5,5789850
2022-01-18 09:45:00,42246,42249.5,42316.5,42245.5,6063356
2022-01-18 10:00:00,42249.5,42135,42250,42135,16198302
2022-01-18 10:15:00,42135,42028.5,42155,41955,19937212
2022-01-18 10:30:00,42028.5,41990.5,42049,41967,16980367
2022-01-18 10:45:00,41990.5,42050,42050,41990,4193904
2022-01-18 11:00:00,42050,41859.5,42050,41751,34180188
2022-01-18 11:15:00,41859.5,41751,41945,41748.5,16059262
2022-01-18 11:30:00,41751,41825,41825,41705.5,11590012
2022-01-18 11:45:00,41825,41701.5,41830,41628,23427409
2022-01-18 12:00:00,41701.5,41649,41744,41645,14508947
2022-01-18 12:15:00,41649,41797,41814.5,41449.5,57558197
2022-01-18 12:30:00,41797,41885.5,41909,41758.5,40345749
2022-01-18 12:45:00,41885.5,41904.5,41979,41856.5,14464172
2022-01-18 13:00:00,41904.5,41980.5,41981.5,41856,13497815
2022-01-18 13:15:00,41980.5,41956,41997,41911.5,10125421
2022-01-18 13:30:00,41956,42043,42049,41955.5,11818668
2022-01-18 13:45:00,42043,41937,42043.5,41937,7727059
2022-01-18 14:00:00,41937,41879,41937.5,41832.5,23990368
2022-01-18 14:15:00,41879,41818.5,41898,41765,12273590
2022-01-18 14:30:00,41818.5,41731,41835,41707,18213771
2022-01-18 14:45:00,41731,41872,41892.5,41731,11856844
2022-01-18 15:00:00,41872,41768.5,41920.5,41767.5,12315264
2022-01-18 15:15:00,41768.5,41758,41768.5,41677.5,11258514
2022-01-18 15:30:00,41758,41690.5,41793.5,41690,5246989
2022-01-18 15:45:00,41690.5,41801,41804,41631.5,9984576
2022-01-18 16:00:00,41801,41660.5,41830,41650,11001142
2022-01-18 16:15:00,41660.5,41435,41660.5,41415,36175985
2022-01-18 16:30:00,41435,41485,41608,41434,13397314
2022-01-18 16:45:00,41485,41640,41679,41475,32529623
2022-01-18 17:00:00,41640,41554.5,41684,41554.5,15933338
2022-01-18 17:15:00,41554.5,41515,41593.5,41359.5,24252623
2022-01-18 17:30:00,41515,41610,41673,41309.5,38354955
2022-01-18 17:45:00,41610,41460,41640,41350,21970907
2022-01-18 18:00:00,41460,41588,41729,41351,32769924
2022-01-18 18:15:00,41588,41794.5,41795.5,41542.5,24956276
2022-01-18 18:30:00,41794.5,41767,41856.5,41655,16836354
2022-01-18 18:45:00,41767,41602.5,41789,41573,10382948
2022-01-18 19:00:00,41602.5,41522.5,41668,41515,15340358
2022-01-18 19:15:00,41522.5,41560.5,41637,41522,5465267
2022-01-18 19:30:00,41560.5,41698.5,41698.5,41403,20748796
2022-01-18 19:45:00,41698.5,41700,41754,41684.5,9812141
2022-01-18 20:00:00,41700,41617,41717.5,41517,16692988
2022-01-18 20:15:00,41617,41588,41722,41583.5,10984997
2022-01-18 20:30:00,41588,41608,41608,41500,6771518
2022-01-18 20:45:00,41608,41499.5,41608,41482,5585912
2022-01-18 21:00:00,41499.5,41511.5,41529,41406,8682095
2022-01-18 21:15:00,41511.5,41437.5,41538,41412.5,6853195
2022-01-18 21:30:00,41437.5,41539.5,41539.5,41400,10550933
2022-01-18 21:45:00,41539.5,41596,41642,41501.5,7721536
2022-01-18 22:00:00,41596,41618.5,41659,41591,5438885
2022-01-18 22:15:00,41618.5,41631,41678.5,41618.5,4951982
2022-01-18 22:30:00,41631,41685,41738.5,41630.5,4854038
2022-01-18 22:45:00,41685,41713,41784.5,41671.5,9823440
2022-01-18 23:00:00,41713,41691.5,41735.5,41648,9238600
2022-01-18 23:15:00,41691.5,41608.5,41691.5,41509,9761698
2022-01-18 23:30:00,41608.5,41528,41610,41527.5,3721983
2022-01-18 23:45:00,41528,41781.5,41781.5,41525,16925082
2022-01-19 00:00:00,41781.5,41950,41987.5,41741.5,25892044
2022-01-19 00:15:00,41950,42283.5,42284,41949.5,40562443
2022-01-19 00:30:00,42283.5,42390,42420,42283.5,41320803
2022-01-19 00:45:00,42390,42371.5,42473,42333.5,14654675
2022-01-19 01:00:00,42371.5,42330.5,42374.5,42280.5,27984568
2022-01-19 01:15:00,42330.5,42374,42375.5,42287.5,8001715
2022-01-19 01:30:00,42374,42496,42655,42349,23230333
2022-01-19 01:45:00,42496,42479.5,42571,42441.5,11320923
2022-08-05 00:00:00,22499.5,22496,22554,22488.5,2187423
