,predicted_mean
425,3.4615881154550205
426,3.4451210859771084
427,3.4094729746166657
428,3.416145166566041
429,3.4444791514652087
430,3.4410633624863918
431,3.4401329018659332
432,3.396246393240663
433,3.410749594603296
434,3.4135539400753476
435,3.372294869627676
436,3.3775139707489714
437,3.3470875005234197
438,3.3664481892363747
439,3.3662942396214444
440,3.3688944442885647
441,3.36609822637337
442,3.380205441434165
443,3.3682876493218883
444,3.3706639676424057
445,3.3849199597162993
446,3.357498891078526
447,3.254494980672752
448,3.2492667477762844
449,3.2347533223555853
450,3.259633069217861
451,3.256338543800824
452,3.256778624348866
453,3.2598019109511798
454,3.2505480082838525
455,3.1751992580262436
456,3.1752733495422683
457,3.1985101558319
458,3.210442343480759
459,3.2487304242210033
460,3.241138883880001
461,3.2338459308219387
462,3.256893560066535
463,3.2303436692509115
464,3.2056245629894593
465,3.2134952734484505
466,3.2105796837957996
467,3.1715273738892416
468,3.1482740813786503
469,3.188383956052921
470,3.1975616552700923
471,3.197095287620504
472,3.1956499984892464
473,3.190792368663262
474,3.1900808543671473
475,3.1882060661164244
476,3.2422846727732395
477,3.3574399508723625
478,3.456653412704079
479,3.4025898171898232
480,3.317837411701198
481,3.3294231054979067
482,3.38877918601506
483,3.4048767747516884
484,3.42991278290434
485,3.364462278025522
486,3.3657975652108667
487,3.426894952237225
488,3.438551159202252
489,3.3607189480855135
490,3.366042933034421
491,3.3607631791264305
492,3.3538273971098778
493,3.36047859664638
494,3.3742986848459955
495,3.3929849331288606
496,3.3952687396254793
497,3.38908194356757
498,3.428001318354874
499,3.458220953846702
500,3.395983628580708
501,3.376771282546618
502,3.4074842098114777
503,3.4244469689383124
504,3.4190642164193394
505,3.3982616975759443
506,3.387992072728253
507,3.371939771241226
508,3.376018242785005
509,3.3431530584107887
510,3.342649467460994
511,3.3507620662302435
512,3.3597592863805854
513,3.368456667528763
514,3.3638139079400444
515,3.3655484587760136
516,3.391973776344882
517,3.3764063035879874
518,3.383529908995955
519,3.3893322749379444
520,3.38709262811261
521,3.439416480265423
522,3.418910976190034
523,3.3980891536483884
524,3.4244083519041735
525,3.4448762643208344
526,3.443774737061062
527,3.450282357812344
528,3.446490297683612
529,3.4447676946603605
530,3.4594245084926087
531,3.4485091012834004
532,3.4576942982755505
533,3.454200058328385
534,3.447843095132192
535,3.431134569948528
536,3.4082943739806804
537,3.408549886782297
538,3.4200316398207775
539,3.4114202053808853
540,3.425500538646966
541,3.412493128439144
542,3.399496350053216
543,3.4005196362643577
544,3.3768083727785894
545,3.3928964064676492
546,3.382716283413781
547,3.3621897023534655
548,3.387122587704005
549,3.3826375644575313
550,3.3633602571512515
551,3.38020506543368
552,3.388450679087581
553,3.365955501243378
554,3.3689528469206236
555,3.370343287394251
556,3.366608871943608
557,3.3657745316395267
558,3.351832380108188
559,3.3536469717017896
560,3.355308121779281
561,3.355348305407499
562,3.3428691979774823
563,3.357035885187355
564,3.348586780258317
565,3.3485345161848596
566,3.3440248260837664
567,3.3445470831927313
568,3.3503326249831873
569,3.3439244086312327
570,3.3103688099709343
571,3.3071104840889305
572,3.2913545767238475
573,3.2862314813437528
574,3.291627817113643
575,3.3023592642728206
576,3.283368627620626
577,3.276021002985173
578,3.251563267453449
579,3.248067785020651
580,3.2407293448343886
581,3.233302225158864
582,3.231321535708756
583,3.2230658545016158
584,3.2015878761793277
585,3.278916566475536
586,3.3000757645515226
587,3.3086804443491338
588,3.2858822957317404
589,3.2929801551964553
590,3.2758127852570498
591,3.2839595466556677
592,3.2801153982675255
593,3.2741967331315167
594,3.2798962201369126
595,3.277090612102784
596,3.2751385605306935
597,3.2748275083247416
598,3.275198948506687
599,3.289760722400483
600,3.2889720706603027
601,3.265328405099692
602,3.2752294401675788
603,3.2778349266141817
604,3.2800726381779945
605,3.284947152730674
606,3.2018305550175232
607,3.2147347148708207
608,3.2231730545001374
609,3.1749990143835753
610,3.152494102065505
611,3.20436382909359
612,3.2034422643985896
613,3.1829981098360007
614,3.1563109475027984
615,3.1030636674631236
616,3.127843983508678
617,3.1553439060831208
618,3.1502492408910765
619,3.1932210855504124
620,3.19927681331477
621,3.1655855184575867
622,3.14318881240892
623,3.1554391946522915
624,3.1573183986033735
625,3.1467889011847268
626,3.1455262821194188
627,3.1454432745560053
628,3.1382865403985254
629,3.14829395258695
630,3.149158542582909
631,3.154985635047303
632,3.154147416945471
633,3.1510611113128566
634,3.1715574321478432
635,3.1906323767913665
636,3.179878500669406
637,3.1817310448275955
638,3.1984361056599853
639,3.1993925974342288
640,3.1928339778035464
641,3.1697816129062426
642,3.16201148593344
643,3.1556700018290984
644,3.1670942470468333
645,3.1411230700377537
646,3.1214032377984418
647,3.102279680695013
648,3.1110746765104356
649,3.101447170712391
650,3.0961754816593956
651,3.0618714554088413
652,3.05294271368917
653,3.0331614369785953
654,3.0341222626636046
655,3.0153610786278136
656,3.025206796450276
657,3.095430298488691
658,3.0795939938267174
659,3.0971064656812257
660,3.056802370961985
661,3.047084650183558
662,3.0213940017127925
663,3.017330878358107
664,3.033316801299545
665,3.022063523098217
666,3.015807721974208
667,3.0363558443415744
668,3.0424970223660206
669,3.030311670831997
670,3.0340648467245743
671,3.015699961649422
672,3.0128584517154007
673,3.0076944667995162
674,3.000968129553443
675,2.989270859678774
676,2.918849734163302
677,2.9549777447256376
678,2.9143363695009086
679,2.895828452119997
680,2.98902384178284
681,2.9630411844513116
682,2.967922630792017
683,2.955537333746767
684,2.9193558108109086
685,3.019446929617563
686,3.183684798022196
687,3.1317516068442304
688,3.174761130291137
689,3.167360247698542
690,3.102009472754826
691,3.0951646800188954
692,3.126152517709183
693,3.1264473739406324
694,3.1208702302535545
695,3.0949173853708496
696,3.068486391149243
697,3.017523070956281
698,3.0399276358617677
699,3.041125289910802
700,3.0447211980736983
701,3.0455667444022008
702,3.0853067120063513
703,3.0605246780311104
704,2.9506304060483393
705,2.9025948702651476
706,2.8762718647931167
707,3.2588843442707476
708,3.3138474246346767
709,3.4216026476859587
710,3.6448752680543928
711,3.5134539439158847
712,3.361453068176765
713,3.3436556870911742
714,3.327257877805566
715,3.330179586828142
716,3.436606356639591
717,3.4460957329785575
718,3.427811275692606
719,3.438814865395775
720,3.3817148433197053
721,3.3914996781326665
722,3.408662329013215
723,3.451299800872196
724,3.423273272840342
725,3.4592049168777783
726,3.4981673454324307
727,3.5166212046145184
728,3.5270217029232627
729,3.5285372782505475
730,3.5081023036114947
731,3.469676031116056
732,3.4294146386078608
733,3.4268132303916836
734,3.4730480269552975
735,3.478749249095595
736,3.451732367526778
737,3.442396639917375
738,3.4751882251039152
739,3.401940936622021
740,3.3830874850097703
741,3.4075310636990275
742,3.3669440521623826
743,3.331574251299038
744,3.342406573202252
745,3.4060859329947304
746,3.4755979812083555
747,3.4020341340681557
748,3.398981792529317
749,3.406216949409991
750,3.41108169863119
751,3.451533504655586
752,3.467756309142992
753,3.46225634975512
754,3.4595607198692955
755,3.3996732501789957
756,3.333049483913553
757,3.2984075770151846
758,3.2088936137753765
759,3.205331205357416
760,3.1134984094430016
761,3.126587793320118
762,2.91991009564888
763,2.9914125430708047
764,3.038969404303465
765,2.9955705224759104
766,2.9711558663535547
767,2.946938742068269
768,2.9273886375653313
769,2.94605193916888
770,2.937785517095116
771,2.993286798826352
772,3.027952499562531
773,3.049028665780119
774,2.998964547354204
775,3.0002772963737185
776,3.03668076919313
777,3.078474895928817
778,3.1421553608720973
779,3.152035580754218
780,3.0897239596331887
781,3.1367416804088912
782,3.104669658860549
783,3.102130320477407
784,3.109659274908289
785,3.090606562298992
786,3.099002071886378
787,3.013714011963769
788,3.022108797473154
789,3.0167884497402895
790,3.01141951139431
791,3.0122083140405262
792,3.010928377466889
793,3.0011388112117787
794,3.035528592831951
795,3.0453144380573915
796,3.0909961818583342
797,3.0998347400932245
798,3.066479247567389
799,3.0358391314707207
800,3.0400589710642687
801,3.0414260238460153
802,3.07293917219338
803,3.0811592718693386
804,3.002544024688136
805,3.003336423838978
806,3.0312266162441945
807,3.010980212143193
808,3.008779035212376
809,3.0014511549966856
810,2.9836150776583166
811,2.91770622622935
812,2.972377619780308
813,3.0110244920889486
814,2.9997204846678045
815,2.9855869433650617
816,3.0021474569495536
817,2.9805493858624916
818,2.93946358293798
819,2.9335923319165693
820,2.973711223821614
821,2.971895856885439
822,2.976765254487753
823,3.002259437141888
824,2.9416391185858113
825,2.9368329207981887
826,2.8930925932771623
827,2.9108095921384103
828,2.87453299141847
829,2.9205560918301674
830,2.9202411760676648
831,2.9279930768582503
832,2.90199112092929
833,2.9187540145301645
834,2.916032820695476
835,2.947297094379598
836,2.930580709351638
837,2.902638459845062
838,2.9033610130089675
839,2.8898414813538045
840,2.887626801883694
841,2.96675274632865
842,3.003094597666309
843,2.9987780903023635
844,2.9987798984995626
845,2.991698287119516
846,3.0060699453935245
847,3.016994491288527
848,3.0163747019442213
849,2.999954704642611
850,3.0041751527496134
851,3.028426229632193
852,3.014348537644857
853,3.0036311355491296
854,2.97689665942953
855,2.9619430444538084
856,2.9310023741168685
857,2.9315876122779176
858,2.9654898830675727
859,2.9654810112955383
860,2.9749948884501323
861,2.965918837805419
862,2.9748414729943633
863,2.9563315132201597
864,2.9391487844369233
865,2.950533629454083
866,2.9698040811237916
867,3.0269078441868436
868,3.0012021677705905
869,3.0443076159714275
870,3.034512708705639
871,2.9819131427389443
872,2.998185428378659
873,3.001286368949055
874,3.0004259510595483
875,3.050269609465921
876,3.0731347983159387
877,3.108023340694436
878,3.076012476255076
879,3.1508309406660855
880,3.1599262953380087
881,3.160482388312632
882,3.132159246042545
883,3.13707178930423
884,3.153153928301371
885,3.1558992856344883
886,3.1441371164907035
887,3.1497435921279022
888,3.1506102818304407
889,3.145827518931718
890,3.1548894680265303
891,3.1657525961203685
892,3.140333468340567
893,3.1792284487791616
894,3.166413230172799
895,3.143462588605487
896,3.163676129760334
897,3.1697597624173772
898,3.1744117758165076
899,3.1889837621148
900,3.1895411475087023
901,3.181320262123638
902,3.220328343205127
903,3.2191622639181077
904,3.321776967778303
905,3.313864802078593
906,3.429677519718806
907,3.3385900564316437
908,3.3155203746785
909,3.3306954097457973
910,3.3842195377053375
911,3.358868851285984
912,3.3557818624795495
913,3.358649251427873
914,3.2997137806758485
915,3.2679582757508947
916,3.261222834475905
917,3.288930718554851
918,3.316221265039793
919,3.316412818499962
920,3.325716385296851
921,3.397531307328751
922,3.398086295758347
923,3.308071434829969
924,3.284507980520389
925,3.262208433447546
926,3.2584956561034226
927,3.2637896968075046
928,3.282213469278312
929,3.2851670031243856
930,3.2728029640889504
931,3.2590047724135918
932,3.180048927049079
933,3.209235321454634
934,3.1999920532770094
935,3.2157261164456368
936,3.2047181621379086
937,3.201342810287319
938,3.1346416407171445
939,3.171592718671238
940,3.187242523536661
941,3.165729651340893
942,3.156814162959502
943,3.1682817507818863
944,3.1725803501104726
945,3.185958373197146
946,3.166786670300617
947,3.1755531294735007
948,3.216841514093795
949,3.2000091901136605
950,3.139969811469828
951,3.157241153556942
952,3.160511076004701
953,3.175198364997787
954,3.2154521961664817
955,3.1911589324464527
956,3.1996751289747745
957,3.1498441072000607
958,3.1412479227060555
959,3.115552328961706
960,3.0655549856846807
961,3.08662344061854
962,3.092613452904536
963,3.0801600237997344
964,3.089727560508954
965,3.102715574273989
966,3.1002722667423894
967,3.0664367062674094
968,3.0726090982199747
969,3.0724637635027996
970,3.0901290828077634
971,3.1064770090107094
972,3.084841388418996
973,3.0997603751606224
974,3.117894198460687
975,3.123986888421959
976,3.1086108279324485
977,3.0480192194114437
978,3.0802939951471475
979,3.063702440356089
980,3.0701427999109487
981,3.0691817935376617
982,3.086984366431346
983,3.0525542349237993
984,3.091431599518936
985,3.0024583352190097
986,3.0440379431475906
987,3.0668579534628724
988,3.050406569856469
989,3.0329599232840074
990,3.047473182182372
991,3.013928872832507
992,3.0178685191162278
993,3.0369459786278283
994,3.0521023317905067
995,3.0646362292763176
996,3.0629475799257615
997,3.006710666279046
998,3.0527737640596344
999,3.064514711612266
1000,3.013844684085464
1001,3.066961268040654
1002,3.050036438475666
1003,3.016058548038624
1004,3.014595277007898
1005,3.027060574543243
1006,3.040323766772532
1007,3.0303669932979678
1008,3.0548231690346612
1009,3.052143850289201
1010,3.0103612130867097
1011,3.0011252781917057
1012,3.029181191987111
1013,3.030070632220488
1014,3.0517527043640733
1015,3.053363556754783
1016,3.048149412467967
1017,3.056959159884148
1018,3.0927216502784813
1019,3.0848756680165796
1020,2.9905403905014976
1021,3.0886878479718756
1022,3.0600149342355825
1023,2.9337483740054213
1024,2.9405330548459947
1025,2.934231811156842
1026,2.9459919207506204
1027,2.9607545035580243
1028,2.9611069552234968
1029,2.979562001619445
1030,2.9586187438179334
1031,2.9358791865774108
1032,2.9327377629004645
1033,2.8927101426808877
1034,2.8528568327457062
1035,2.876958598332486
1036,2.8518966324853814
1037,2.809153809281518
1038,2.812563087394038
1039,2.8505160258296955
1040,2.8324623515546095
1041,2.841998338465418
1042,2.8109303339366134
1043,2.8239798101055253
1044,2.83814415860931
1045,2.8342593253464443
1046,2.824811507045921
1047,2.8169596790809512
1048,2.8146128014232548
1049,2.8188825197459186
1050,2.8109619671099226
1051,2.8223349081664244
1052,2.8058224891438646
1053,2.7837621632037584
1054,2.802289154500682
1055,2.814963142524176
1056,2.8246221846643698
1057,2.7938223802553717
1058,2.8108918758305985
1059,2.778844787216447
1060,2.773109906705792
1061,2.7995396798623196
1062,2.7806194733824303
1063,2.7795444187143854
1064,2.8047166629529507
1065,2.819384723178414
1066,2.8274225204420462
1067,2.8272161946524705
1068,2.8101600713265
1069,2.800442673806322
1070,2.8194196794069213
1071,2.825710054534589
1072,2.8335790041544064
1073,2.8298187199131153
1074,2.8493218366119075
1075,2.8604823234643937
1076,2.8498145910263837
1077,2.849813313395477
1078,2.8549392799869846
1079,2.8503664664235435
1080,2.859636172214149
1081,2.8648762901745446
1082,2.9219110649141924
1083,3.1516365820466286
1084,3.019400294624659
1085,3.060862670439394
1086,3.0660339574115483
1087,3.0698163814372155
1088,3.109438342610569
1089,3.0983997799418863
1090,3.0365336867685735
1091,3.080652732684117
1092,3.0404576306264124
1093,3.0875830794416967
1094,3.0529409321349097
1095,3.0502756962617004
1096,3.061009631083724
1097,3.051228236702783
1098,3.0532290445790466
1099,3.0501998627144045
1100,3.0501667535727677
1101,3.0574272627962515
1102,3.1273057672610647
1103,3.14798563102648
1104,3.117299114356973
1105,3.119235267860541
1106,3.1242502464027204
1107,3.1477206057479408
1108,3.123606567803609
1109,3.116665264305535
1110,3.072943887493083
1111,3.0780019602192596
1112,3.055080798599706
1113,3.012623918989142
1114,2.990749498778774
1115,3.006930578275797
1116,3.0092493192550234
1117,3.0114577803745375
1118,3.021016812734338
1119,3.04291404631329
1120,3.0331977930519685
1121,3.0264086491514632
1122,3.0369630579357
1123,3.026803323541444
1124,3.012779713929648
1125,3.03267599007671
1126,3.0219304999502734
1127,3.025679526272343
1128,3.013140463515843
1129,3.02558680406937
1130,3.02802942281718
1131,3.0252385356097995
1132,3.0341788678367974
1133,3.044633690128731
1134,3.0613602060383727
1135,3.067190972446487
1136,3.098857113032512
1137,3.1197069238111603
1138,3.1320625872219923
1139,3.138576926097756
1140,3.2258736248771536
1141,3.27372684505964
1142,3.154212315422523
1143,3.1365921387758884
1144,3.1134257648407826
1145,3.187001294001822
1146,3.159102624676686
1147,3.15029428393869
1148,3.1456963092833945
1149,3.1521510593005764
1150,3.0766644501384173
1151,3.071998855047099
1152,3.0522582807326373
1153,3.086109900229385
1154,3.094341409095135
1155,3.1001282013460587
1156,3.1279180966519156
1157,3.110419875478707
1158,3.0859664289642903
1159,3.0874820639837095
1160,3.073202723500274
1161,3.067790603932715
1162,3.0371219065276653
1163,3.030676934433941
1164,3.036019177128992
1165,3.03106714823619
1166,3.026709491237293
1167,3.04383490215744
1168,3.063440602318462
1169,3.0518946665033053
1170,3.032865191083215
1171,3.077441010795821
1172,3.0446099266763498
1173,3.041929485751573
1174,3.0520686606784286
1175,3.041497049671904
1176,3.0345448044910044
1177,3.0348463187850547
1178,3.034392329754299
1179,3.015783009941732
1180,3.026890897504819
1181,3.023728895454658
1182,3.0424174846650556
1183,3.0740647431816317
1184,3.0420717507111843
1185,3.0514905177612466
1186,3.065343056123096
1187,3.096273585685109
1188,3.0795754208084576
1189,3.0771760396611776
1190,3.0925110711151893
1191,3.121430517507632
1192,3.128932432247136
1193,3.187416139256784
1194,3.3003250525316505
1195,3.2766498779208466
1196,3.3381405022204556
1197,3.314360731305889
1198,3.2922420255363307
1199,3.273241230989205
1200,3.275609781491935
1201,3.3378082141558534
1202,3.3503488963567816
1203,3.3687847833053524
1204,3.353134813702578
1205,3.3669065177328736
1206,3.3397087919465327
1207,3.373570400123876
1208,3.3904430922166973
1209,3.349172455449239
1210,3.292797831421973
1211,3.293869825488124
1212,3.2878469729169773
1213,3.314882519950435
1214,3.3147560818590547
1215,3.3724402894711076
1216,3.389893524348541
1217,3.388823270658719
1218,3.380371987506096
1219,3.316229430601594
1220,3.325662482398303
1221,3.2996632283548677
1222,3.2732401287466755
1223,3.3373537722351303
1224,3.2522616597707374
1225,3.251796208812145
1226,3.217236197394271
1227,3.2268359812484073
1228,3.2511847606490343
1229,3.265758660026585
1230,3.2416852699810814
1231,3.252037489871641
1232,3.2712319778738905
1233,3.28443939863823
1234,3.3042204122628847
1235,3.345272670885137
1236,3.3508793921008344
1237,3.334559552673776
1238,3.3442765013405307
1239,3.3283639003208294
1240,3.2861662026053127
1241,3.3115900216258374
1242,3.2936081923203293
1243,3.286004471626401
1244,3.27886528763455
1245,3.2677295117538225
1246,3.308241853068165
1247,3.300581679881987
1248,3.3121796558849015
1249,3.333850740632222
1250,3.3824520520493797
1251,3.3995491682004384
1252,3.4581303784259365
1253,3.4429511571116813
1254,3.416039087083806
1255,3.419251431865565
1256,3.4466296062777544
1257,3.4323699075235425
1258,3.4672025958803516
1259,3.504266592902747
1260,3.5902625709159266
1261,3.567308219001839
1262,3.557883785153717
1263,3.6022823255494596
1264,3.542733704432606
1265,3.530270854066196
1266,3.384517702746584
1267,3.447383242489905
1268,3.4512227545611625
1269,3.432138972443879
1270,3.449028507023981
1271,3.434036836652831
1272,3.463180901763031
1273,3.47876223847476
1274,3.484040688039679
1275,3.477374319220557
1276,3.480446671226149
1277,3.487896909364135
1278,3.4996547941930185
1279,3.5139919613598525
1280,3.5704534160288204
1281,3.5258062991952923
1282,3.5147536779033133
1283,3.5261414850327695
1284,3.4946573705017063
1285,3.452457071294128
1286,3.412637495307757
1287,3.4520182607478853
1288,3.4698217957361184
1289,3.483989930719077
1290,3.5169062240257487
1291,3.457723860147393
1292,3.473097387218521
1293,3.528440868972891
1294,3.50361127190506
1295,3.510605594629454
1296,3.5257838869313556
