Date,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore
"2023""-""9""-""23"" ""00:00:00",,,,,,,,,,,
"2023""-""9""-""23"" ""00:14:59",,,,,,,,,,,
"2023""-""9""-""23"" ""00:29:59",,,,,,,,,,,
"2023""-""9""-""23"" ""00:44:59",,,,,,,,,,,
"2023""-""9""-""23"" ""00:59:59",,,,,,,,,,,
"2023""-""9""-""23"" ""01:14:59",,,,,,,,,,,
"2023""-""9""-""23"" ""01:29:59",,,,,,,,,,,
"2023""-""9""-""23"" ""01:44:59",,,,,,,,,,,
"2023""-""9""-""23"" ""01:59:59",,,,,,,,,,,
"2023""-""9""-""23"" ""02:14:59",,,,,,,,,,,
"2023""-""9""-""23"" ""02:29:59",,,,,,,,,,,
"2023""-""9""-""23"" ""02:44:59",,,,,,,,,,,
"2023""-""9""-""23"" ""02:59:59",,,,,,,,,,,
"2023""-""9""-""23"" ""03:14:59",,,,,,,,,,,
"2023""-""9""-""23"" ""03:29:59",,,,,,,,,,,
"2023""-""9""-""23"" ""03:44:59",,,,,,,,,,,
"2023""-""9""-""23"" ""03:59:59",,,,,,,,,,,
"2023""-""9""-""23"" ""04:14:59",,,,,,,,,,,
"2023""-""9""-""23"" ""04:29:59",,,,,,,,,,,
"2023""-""9""-""23"" ""04:44:59",,,,,,,,,,,
"2023""-""9""-""23"" ""04:59:59",,,,,,,,,,,
"2023""-""9""-""23"" ""05:14:59",,,,,,,,,,,
"2023""-""9""-""23"" ""05:29:59",,,,,,,,,,,
"2023""-""9""-""23"" ""05:44:59",,,,,,,,,,,
"2023""-""9""-""23"" ""05:59:59",,,,,,,,,,,
"2023""-""9""-""23"" ""06:14:59",,,,,,,,,,,
"2023""-""9""-""23"" ""06:29:59",,,,,,,,,,,
"2023""-""9""-""23"" ""06:44:59",,,,,,,,,,,
"2023""-""9""-""23"" ""06:59:59",,,,,,,,,,,
"2023""-""9""-""23"" ""07:14:59",,,,,,,,,,,
"2023""-""9""-""23"" ""07:29:59",,,,,,,,,,,
"2023""-""9""-""23"" ""07:44:59",,,,,,,,,,,
"2023""-""9""-""23"" ""07:59:59",,,,,,,,,,,
"2023""-""9""-""23"" ""08:14:59",,,,,,,,,,,
"2023""-""9""-""23"" ""08:29:59",,,,,,,,,,,
"2023""-""9""-""23"" ""08:44:59",,,,,,,,,,,
"2023""-""9""-""23"" ""08:59:59",,,,,,,,,,,
"2023""-""9""-""23"" ""09:14:59",,,,,,,,,,,
"2023""-""9""-""23"" ""09:29:59",,,,,,,,,,,
"2023""-""9""-""23"" ""09:44:59",,,,,,,,,,,
"2023""-""9""-""23"" ""09:59:59",,,,,,,,,,,
"2023""-""9""-""23"" ""10:14:59",,,,,,,,,,,
"2023""-""9""-""23"" ""10:29:59",,,,,,,,,,,
"2023""-""9""-""23"" ""10:44:59",,,,,,,,,,,
"2023""-""9""-""23"" ""10:59:59",,,,,,,,,,,
"2023""-""9""-""23"" ""11:14:59",,,,,,,,,,,
"2023""-""9""-""23"" ""11:29:59",,,,,,,,,,,
"2023""-""9""-""23"" ""11:44:59",,,,,,,,,,,
"2023""-""9""-""23"" ""11:59:59",,,,,,,,,,,
"2023""-""9""-""23"" ""12:14:59",,,,,,,,,,,
"2023""-""9""-""23"" ""12:29:59",,,,,,,,,,,
"2023""-""9""-""23"" ""12:44:59",,,,,,,,,,,
"2023""-""9""-""23"" ""12:59:59",,,,,,,,,,,
"2023""-""9""-""23"" ""13:14:59",,,,,,,,,,,
"2023""-""9""-""23"" ""13:29:59",,,,,,,,,,,
"2023""-""9""-""23"" ""13:44:59",,,,,,,,,,,
"2023""-""9""-""23"" ""13:59:59",,,,,,,,,,,
"2023""-""9""-""23"" ""14:14:59",,,,,,,,,,,
"2023""-""9""-""23"" ""14:29:59",,,,,,,,,,,
"2023""-""9""-""23"" ""14:44:59",,,,,,,,,,,
"2023""-""9""-""23"" ""14:59:59",,,,,,,,,,,
"2023""-""9""-""23"" ""15:14:59",,,,,,,,,,,
"2023""-""9""-""23"" ""15:29:59",,,,,,,,,,,
"2023""-""9""-""23"" ""15:44:59",,,,,,,,,,,
"2023""-""9""-""23"" ""15:59:59",,,,,,,,,,,
"2023""-""9""-""23"" ""16:14:59",,,,,,,,,,,
"2023""-""9""-""23"" ""16:29:59",,,,,,,,,,,
"2023""-""9""-""23"" ""16:44:59",,,,,,,,,,,
"2023""-""9""-""23"" ""16:59:59",,,,,,,,,,,
"2023""-""9""-""23"" ""17:14:59",,,,,,,,,,,
"2023""-""9""-""23"" ""17:29:59",,,,,,,,,,,
"2023""-""9""-""23"" ""17:44:59",,,,,,,,,,,
"2023""-""9""-""23"" ""17:59:59",,,,,,,,,,,
"2023""-""9""-""23"" ""18:14:59",,,,,,,,,,,
"2023""-""9""-""23"" ""18:29:59",,,,,,,,,,,
"2023""-""9""-""23"" ""18:44:59",,,,,,,,,,,
"2023""-""9""-""23"" ""18:59:59",,,,,,,,,,,
"2023""-""9""-""23"" ""19:14:59",,,,,,,,,,,
"2023""-""9""-""23"" ""19:29:59",,,,,,,,,,,
"2023""-""9""-""23"" ""19:44:59",,,,,,,,,,,
"2023""-""9""-""23"" ""19:59:59",,,,,,,,,,,
"2023""-""9""-""23"" ""20:14:59",,,,,,,,,,,
